model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
claude-sonnet-4,6,5,location,Where is Olivia?,office,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Olivia feel?,curious,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Olivia holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Liam?,library,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Liam feel?,sad,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Liam holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Grace?,bathroom,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Grace feel?,confident,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Grace holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Ivy?,library,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Ivy feel?,curious,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Ivy holding?,phone,[ERROR],False,365.0
claude-sonnet-4,6,10,location,Where is Uma?,kitchen,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Uma feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Uma holding?,apple,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Bob?,hallway,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Bob feel?,calm,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Bob holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Kate?,kitchen,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Kate feel?,sad,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Kate holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Sam?,garden,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Sam feel?,tired,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Sam holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Henry?,office,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Henry feel?,sad,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Henry holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Noah?,office,[ERROR],False,454.0
claude-sonnet-4,6,10,mood,How does Noah feel?,confident,[ERROR],False,454.0
claude-sonnet-4,6,10,holding,What is Noah holding?,bag,[ERROR],False,454.0
claude-sonnet-4,6,10,location,Where is Henry?,basement,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Henry feel?,calm,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Henry holding?,phone,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Wendy?,garden,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Wendy feel?,calm,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Wendy holding?,nothing,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Kate?,basement,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Kate feel?,curious,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Kate holding?,nothing,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Victor?,bedroom,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Victor feel?,excited,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Victor holding?,nothing,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Luna?,bedroom,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Luna feel?,tired,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Luna holding?,nothing,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Liam?,office,[ERROR],False,499.0
claude-sonnet-4,6,10,mood,How does Liam feel?,calm,[ERROR],False,499.0
claude-sonnet-4,6,10,holding,What is Liam holding?,nothing,[ERROR],False,499.0
claude-sonnet-4,6,10,location,Where is Bob?,hallway,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Bob feel?,confident,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Bob holding?,nothing,[ERROR],False,473.0
claude-sonnet-4,6,10,location,Where is Ruby?,garden,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Ruby feel?,happy,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Ruby holding?,nothing,[ERROR],False,473.0
claude-sonnet-4,6,10,location,Where is Carol?,hallway,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Carol feel?,happy,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Carol holding?,nothing,[ERROR],False,473.0
claude-sonnet-4,6,10,location,Where is Victor?,bathroom,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Victor feel?,sad,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Victor holding?,pen,[ERROR],False,473.0
claude-sonnet-4,6,10,location,Where is Sam?,library,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Sam feel?,tired,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Sam holding?,nothing,[ERROR],False,473.0
claude-sonnet-4,6,10,location,Where is Sophia?,bathroom,[ERROR],False,473.0
claude-sonnet-4,6,10,mood,How does Sophia feel?,curious,[ERROR],False,473.0
claude-sonnet-4,6,10,holding,What is Sophia holding?,nothing,[ERROR],False,473.0
claude-sonnet-4,6,20,location,Where is Wendy?,basement,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Wendy feel?,calm,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Wendy holding?,nothing,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Bob?,library,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Bob feel?,sad,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Bob holding?,nothing,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Yara?,office,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Yara feel?,happy,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Yara holding?,nothing,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Tina?,office,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Tina feel?,sad,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Tina holding?,nothing,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Xavier?,basement,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Xavier feel?,nervous,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Xavier holding?,nothing,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Kate?,library,[ERROR],False,710.0
claude-sonnet-4,6,20,mood,How does Kate feel?,happy,[ERROR],False,710.0
claude-sonnet-4,6,20,holding,What is Kate holding?,apple,[ERROR],False,710.0
claude-sonnet-4,6,20,location,Where is Tina?,library,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Tina feel?,nervous,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Tina holding?,bag,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Grace?,office,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Grace feel?,calm,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Grace holding?,nothing,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Tyler?,kitchen,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Tyler feel?,nervous,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Tyler holding?,phone,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Sam?,bedroom,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Sam feel?,happy,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Sam holding?,nothing,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Luna?,bedroom,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Luna feel?,nervous,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Luna holding?,nothing,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Victor?,bathroom,[ERROR],False,703.0
claude-sonnet-4,6,20,mood,How does Victor feel?,confident,[ERROR],False,703.0
claude-sonnet-4,6,20,holding,What is Victor holding?,nothing,[ERROR],False,703.0
claude-sonnet-4,6,20,location,Where is Olivia?,kitchen,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Olivia feel?,happy,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Olivia holding?,hat,[ERROR],False,692.0
claude-sonnet-4,6,20,location,Where is Mia?,bathroom,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Mia feel?,calm,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Mia holding?,nothing,[ERROR],False,692.0
claude-sonnet-4,6,20,location,Where is Sam?,kitchen,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Sam feel?,confident,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Sam holding?,ball,[ERROR],False,692.0
claude-sonnet-4,6,20,location,Where is Peter?,bathroom,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Peter feel?,curious,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Peter holding?,nothing,[ERROR],False,692.0
claude-sonnet-4,6,20,location,Where is Yara?,library,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Yara feel?,curious,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Yara holding?,nothing,[ERROR],False,692.0
claude-sonnet-4,6,20,location,Where is Uma?,kitchen,[ERROR],False,692.0
claude-sonnet-4,6,20,mood,How does Uma feel?,calm,[ERROR],False,692.0
claude-sonnet-4,6,20,holding,What is Uma holding?,coin,[ERROR],False,692.0
claude-sonnet-4,8,5,location,Where is Emma?,bathroom,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Emma feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Emma holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Bob?,bathroom,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Bob feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Bob holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Xavier?,basement,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Xavier feel?,sad,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Xavier holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is David?,hallway,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does David feel?,excited,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is David holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Uma?,garden,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Uma feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Uma holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Luna?,bathroom,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Luna feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Luna holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Noah?,kitchen,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Noah feel?,tired,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Noah holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Rachel?,library,[ERROR],False,454.0
claude-sonnet-4,8,5,mood,How does Rachel feel?,nervous,[ERROR],False,454.0
claude-sonnet-4,8,5,holding,What is Rachel holding?,nothing,[ERROR],False,454.0
claude-sonnet-4,8,5,location,Where is Peter?,bedroom,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Peter feel?,excited,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Peter holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Victor?,bedroom,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Victor feel?,curious,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Victor holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Wendy?,office,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Wendy feel?,calm,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Wendy holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Yara?,office,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Yara feel?,sad,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Yara holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Quinn?,library,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Quinn feel?,calm,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Quinn holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Noah?,bedroom,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Noah feel?,nervous,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Noah holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Frank?,garden,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Frank feel?,confident,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Frank holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Tyler?,kitchen,[ERROR],False,448.0
claude-sonnet-4,8,5,mood,How does Tyler feel?,confident,[ERROR],False,448.0
claude-sonnet-4,8,5,holding,What is Tyler holding?,nothing,[ERROR],False,448.0
claude-sonnet-4,8,5,location,Where is Oscar?,kitchen,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Oscar feel?,sad,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Oscar holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Grace?,basement,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Grace feel?,sad,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Grace holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Olivia?,hallway,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Olivia feel?,excited,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Olivia holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Luna?,bedroom,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Luna feel?,nervous,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Luna holding?,umbrella,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Wendy?,library,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Wendy feel?,sad,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Wendy holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Alice?,bathroom,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Alice feel?,confident,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Alice holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Tyler?,garden,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Tyler feel?,tired,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Tyler holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,5,location,Where is Mia?,kitchen,[ERROR],False,452.0
claude-sonnet-4,8,5,mood,How does Mia feel?,excited,[ERROR],False,452.0
claude-sonnet-4,8,5,holding,What is Mia holding?,nothing,[ERROR],False,452.0
claude-sonnet-4,8,10,location,Where is Wendy?,bedroom,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Wendy feel?,confident,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Wendy holding?,nothing,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Kate?,bathroom,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Kate feel?,confident,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Kate holding?,nothing,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Tina?,garden,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Tina feel?,sad,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Tina holding?,phone,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Bob?,garden,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Bob feel?,excited,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Bob holding?,nothing,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Rachel?,library,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Rachel feel?,tired,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Rachel holding?,nothing,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Emma?,bathroom,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Emma feel?,calm,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Emma holding?,bag,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Noah?,library,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Noah feel?,confident,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Noah holding?,bag,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Olivia?,office,[ERROR],False,571.0
claude-sonnet-4,8,10,mood,How does Olivia feel?,tired,[ERROR],False,571.0
claude-sonnet-4,8,10,holding,What is Olivia holding?,nothing,[ERROR],False,571.0
claude-sonnet-4,8,10,location,Where is Carol?,kitchen,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Carol feel?,calm,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Carol holding?,book,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Jack?,bathroom,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Jack feel?,curious,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Jack holding?,hat,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Ivy?,garden,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Ivy feel?,confident,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Ivy holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Max?,office,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Max feel?,confident,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Max holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Sam?,library,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Sam feel?,tired,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Sam holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Tyler?,hallway,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Tyler feel?,confident,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Tyler holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Oscar?,hallway,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Oscar feel?,curious,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Oscar holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Tina?,library,[ERROR],False,567.0
claude-sonnet-4,8,10,mood,How does Tina feel?,excited,[ERROR],False,567.0
claude-sonnet-4,8,10,holding,What is Tina holding?,nothing,[ERROR],False,567.0
claude-sonnet-4,8,10,location,Where is Rachel?,office,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Rachel feel?,sad,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Rachel holding?,key,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Uma?,basement,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Uma feel?,happy,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Uma holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Liam?,kitchen,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Liam feel?,happy,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Liam holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Sophia?,kitchen,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Sophia feel?,tired,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Sophia holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Emma?,garden,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Emma feel?,happy,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Emma holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Mia?,kitchen,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Mia feel?,calm,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Mia holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Kate?,library,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Kate feel?,tired,[ERROR],False,556.0
claude-sonnet-4,8,10,holding,What is Kate holding?,nothing,[ERROR],False,556.0
claude-sonnet-4,8,10,location,Where is Xavier?,office,[ERROR],False,556.0
claude-sonnet-4,8,10,mood,How does Xavier feel?,sad,[ERROR],False,556.0
